term	valence	arousal	dominance
fit into	0.180	-0.346	-0.412
fit together	0.334	-0.138	0.142
fitted sheet	-0.096	-0.250	0.000
five hundred	0.334	-0.126	0.516
five star	0.534	-0.070	0.344
fix on	-0.186	-0.140	-0.068
fix up	0.206	0.096	0.186
fix you	0.066	-0.084	0.096
fixed income	0.140	-0.220	0.266
fixer upper	0.142	0.098	-0.116
fixing to	-0.172	0.082	0.172
flag football	0.388	0.114	0.226
flare up	-0.742	0.046	0.226
flash back	-0.282	0.174	0.040
flash drive	0.066	0.118	0.116
flash flood	-0.500	0.186	-0.388
flash mob	-0.072	0.268	0.218
flash on	0.192	0.000	0.034
flat cap	0.000	-0.388	-0.108
flat iron	0.000	-0.206	0.134
flat out	-0.222	-0.194	-0.116
flat rate	-0.276	-0.162	0.000
flat screen	-0.134	-0.206	0.036
flat tire	-0.690	-0.068	-0.354
flea market	-0.100	0.042	0.034
flesh out	0.000	0.000	0.034
flesh wound	-0.586	-0.016	-0.250
fleshed out	-0.282	0.200	-0.064
flight attendant	0.250	0.090	0.130
flight crew	0.000	0.060	0.190
flight path	0.194	0.098	0.166
flip flops	0.000	-0.136	-0.372
flip for	0.062	0.220	-0.050
flip off	-0.322	-0.110	-0.290
flip out	-0.678	0.150	-0.500
flip over	-0.322	0.090	-0.148
flip phone	-0.226	-0.256	-0.138
flip side	-0.034	0.016	-0.014
flip through	0.094	-0.086	-0.068
flirt with	0.166	-0.016	-0.392
float around	-0.104	-0.134	-0.214
flood in	-0.358	0.112	-0.112
floor it	0.000	0.046	-0.034
floor plan	0.000	-0.130	0.098
floppy disk	-0.452	-0.164	-0.166
flow from	0.068	-0.044	-0.064
flow in	-0.022	-0.032	0.166
flush it	-0.308	-0.244	0.068
flush out	-0.666	0.016	-0.392
flush with	-0.322	0.184	-0.036
fly around	0.172	-0.074	0.206
fly at	-0.094	0.180	0.100
fly away	-0.062	0.258	-0.226
fly ball	-0.234	0.088	0.000
fly by	-0.118	0.112	0.148
fly high	0.666	0.388	0.192
fly in	0.096	0.066	-0.072
fly into	0.084	0.124	0.134
fly off	-0.380	0.256	-0.178
fly on	0.380	-0.040	0.250
fly out	-0.178	0.076	-0.200
flying colors	0.534	0.290	0.310
focal point	0.064	0.028	-0.074
focus group	0.178	0.162	0.500
focus on	0.380	0.070	0.016
fog up	-0.300	0.108	-0.234
fold in	-0.064	-0.148	-0.300
fold up	-0.466	-0.284	-0.200
folding chair	0.032	-0.190	-0.134
folk music	0.424	0.048	-0.076
follow me	0.452	-0.050	0.300
follow on	0.138	-0.200	0.166
follow suit	-0.124	-0.160	-0.206
follow through	0.322	0.186	0.358
follow up	0.124	0.090	0.276
followed by	0.182	-0.080	-0.032
fond of	0.260	-0.250	-0.134
font size	0.100	-0.272	0.000
food bank	0.142	-0.270	0.034
food chain	0.242	-0.178	0.352
food court	0.388	0.048	0.000
food drive	0.500	0.218	-0.064
food group	0.258	-0.162	0.000
food poisoning	-0.552	0.272	-0.354
food prices	0.066	-0.018	-0.134
food processor	0.354	0.030	0.334
food production	0.462	0.122	0.380
food safety	0.612	-0.042	0.366
food stamp	0.072	-0.246	-0.184
food waste	-0.656	0.164	-0.392
fool with	-0.400	0.000	-0.444
fool you	-0.466	-0.124	-0.370
foot locker	-0.222	-0.014	0.134
foot stool	-0.062	-0.366	-0.290
foot traffic	-0.166	0.064	-0.296
football club	0.444	0.082	0.344
football coach	0.334	0.250	0.346
football field	0.166	0.314	0.206
football game	0.534	0.270	0.300
football league	0.438	0.310	0.266
football player	0.302	0.182	0.454
football season	0.420	0.414	0.104
football stadium	0.162	0.324	0.500
football team	0.310	0.264	0.600
for ages	0.000	-0.278	-0.354
for all	0.048	-0.196	0.162
for anything	-0.096	-0.046	-0.074
for cause	-0.142	0.000	-0.326
for certain	0.142	-0.206	0.032
for days	0.038	-0.218	-0.230
for ever	0.234	-0.120	-0.112
for example	-0.032	-0.370	-0.032
for free	0.366	-0.182	-0.250
for fun	0.334	-0.094	-0.166
for good	0.588	-0.114	0.242
for instance	0.032	-0.158	-0.034
for keeps	0.484	-0.114	0.036
for kicks	0.118	0.250	-0.104
for laughs	0.400	0.174	-0.034
for life	0.500	-0.162	0.162
for long	-0.178	-0.108	-0.096
for nothing	-0.434	-0.392	-0.322
for once	-0.068	-0.294	-0.324
for one	-0.100	-0.274	-0.178
for real	0.428	0.016	0.138
for reals	0.206	0.000	0.000
for sale	0.280	-0.032	0.032
for short	-0.104	-0.124	-0.178
for starters	0.038	-0.046	-0.242
for sure	0.392	-0.064	-0.076
foray into	0.064	0.032	-0.034
forbidden fruit	-0.484	-0.016	0.000
force feed	-0.566	0.282	0.034
force field	0.000	0.338	-0.048
force in	-0.482	0.258	-0.166
force on	-0.344	0.292	0.194
force out	-0.566	0.188	0.066
forced labor	-0.710	0.066	-0.966
foregone conclusion	-0.072	0.042	0.064
foreign affairs	0.034	0.136	0.366
foreign aid	0.104	0.014	0.100
foreign exchange	0.102	0.286	0.294
foreign language	0.322	0.074	0.358
foreign minister	0.034	0.084	0.700
foreign policy	0.142	0.094	0.322
forest fire	-0.586	0.562	0.104
forest green	0.222	0.044	0.178
forget it	-0.360	-0.290	-0.366
fork over	-0.300	0.166	-0.094
forklift operator	-0.066	0.090	0.414
former student	0.206	-0.016	0.376
fortune cookie	0.250	-0.088	-0.108
fortune teller	-0.032	0.172	0.142
forward looking	0.566	0.234	0.448
forward pass	0.100	0.182	0.234
fossil fuel	-0.400	-0.148	0.000
foster care	0.258	0.082	-0.166
fought with	-0.308	0.286	-0.064
foul ball	-0.482	0.000	-0.276
foul language	-0.800	0.014	0.000
foul out	-0.552	0.132	-0.434
foul play	-0.518	0.372	-0.066
found out	-0.034	-0.208	-0.226
found to	0.000	-0.158	-0.162
founding father	0.214	-0.082	0.240
founding member	0.400	0.016	0.592
fountain pen	0.166	-0.078	0.100
four times	0.178	-0.166	0.156
fourth wall	-0.074	-0.140	0.138
frame in	0.134	-0.016	0.162
franchise player	0.128	0.386	0.226
frat boy	-0.276	0.294	-0.214
frat house	-0.300	0.032	0.000
freak out	-0.434	0.348	-0.200
freak show	-0.242	0.328	-0.346
freaked out	-0.552	0.390	-0.734
free agency	0.312	-0.046	0.000
free agent	0.214	0.066	0.172
free choice	0.358	-0.234	0.414
free enterprise	0.070	-0.016	0.230
free entry	0.518	-0.202	0.162
free expression	0.586	0.360	0.074
free fall	-0.068	0.080	-0.172
free from	0.516	-0.328	0.294
free gift	0.388	-0.226	0.222
free hand	0.300	-0.166	-0.094
free kick	-0.068	0.062	-0.310
free lunch	0.200	-0.246	0.000
free market	0.166	0.000	0.038
free pass	0.448	-0.174	0.100
free people	0.518	0.124	0.068
free press	0.282	-0.276	0.000
free ride	0.290	0.000	0.100
free space	0.250	-0.294	-0.178
free speech	0.500	-0.114	0.434
free spirit	0.286	0.080	0.206
free thinker	0.172	0.186	0.276
free throw	0.138	-0.054	-0.222
free throws	0.068	0.254	0.138
free ticket	0.500	-0.188	0.138
free time	0.146	-0.234	-0.134
free trade	0.500	0.000	0.234
free up	0.226	-0.186	0.222
free will	0.334	-0.224	0.242
free world	0.464	0.076	0.408
free zone	0.414	-0.314	-0.096
freedom fighter	0.408	0.474	0.656
freeze on	0.000	-0.166	-0.068
freeze over	-0.366	-0.166	-0.072
freeze up	-0.380	0.064	-0.310
freezing cold	-0.656	0.028	-0.334
freezing rain	-0.138	0.254	-0.034
freezing temperatures	-0.482	0.220	-0.138
freight train	-0.414	0.090	0.016
french bulldog	0.166	0.128	0.072
french fries	0.178	-0.200	0.000
french horn	0.146	-0.058	-0.186
french people	0.134	-0.086	0.194
french teacher	0.250	0.050	0.282
frequent flyer	0.130	0.132	0.034
fresh air	0.500	0.000	0.206
fresh food	0.646	-0.246	0.414
fresh fruit	0.700	-0.064	0.348
fresh legs	0.344	-0.048	0.352
fresh out	0.172	-0.234	-0.194
fresh start	0.700	0.114	0.300
fresh water	0.466	-0.016	0.138
freudian slip	-0.222	-0.100	-0.032
fried chicken	0.086	-0.246	0.108
fried egg	0.290	-0.292	0.048
fried eggs	0.388	-0.112	-0.026
fried rice	0.276	-0.178	-0.206
fried shrimp	0.134	0.016	-0.064
friendly fire	0.000	0.182	0.250
friends with	0.516	-0.104	0.344
from afar	-0.138	-0.204	-0.066
from hell	-0.678	0.016	-0.186
from nowhere	-0.032	-0.188	-0.172
from scratch	-0.392	0.050	-0.032
front desk	0.000	-0.200	0.064
front door	0.034	-0.312	0.000
front end	-0.178	-0.092	-0.200
front foot	0.166	-0.128	0.286
front for	-0.034	-0.046	0.034
front line	-0.068	0.078	0.134
front man	-0.188	-0.014	0.162
front office	0.242	-0.048	0.300
front page	0.148	-0.064	0.344
front porch	0.080	-0.150	-0.032
front row	0.286	0.272	0.250
front runner	0.154	0.216	0.334
front seat	0.300	0.000	0.258
front teeth	0.214	-0.034	-0.034
front yard	0.078	-0.212	0.036
frontal lobe	0.000	0.000	-0.156
frozen food	-0.062	-0.066	-0.066
frozen yogurt	0.358	-0.174	-0.178
fruit cake	0.000	-0.290	-0.138
fruit fly	0.066	-0.092	-0.222
fruit juice	0.484	0.064	0.166
fruit loops	0.156	-0.158	-0.034
fruit punch	0.470	-0.202	-0.064
fruit salad	0.630	-0.312	-0.072
frying pan	-0.134	0.044	-0.226
full blast	0.162	0.532	0.178
full blown	-0.074	0.220	0.188
full circle	0.130	0.046	0.290
full day	0.276	-0.130	0.036
full employment	0.678	0.124	0.400
full extent	0.344	0.144	0.400
full face	0.276	-0.090	-0.140
full force	0.156	0.194	0.242
full grown	0.286	0.206	0.334
full house	0.100	0.098	0.178
full moon	0.548	0.032	0.366
full name	0.000	-0.400	-0.032
full on	0.100	0.266	0.266
full out	-0.038	0.068	-0.250
full page	0.134	-0.092	0.206
full price	0.140	-0.176	0.300
full range	0.464	0.094	0.238
full service	0.400	-0.158	0.464
full sized	0.000	-0.132	0.100
full speed	0.366	0.242	0.532
full stop	-0.370	-0.438	-0.206
full strength	0.656	0.328	0.548
full swing	0.282	0.230	0.172
full term	0.138	0.034	-0.112
full throttle	0.286	0.266	0.334
full tilt	0.100	0.216	0.000
full time	0.388	-0.094	0.366
full year	0.342	-0.292	0.172
fully grown	0.310	-0.174	0.242
fun activities	0.594	0.916	0.322
fun day	0.500	0.098	0.286
fun facts	0.572	-0.162	0.214
fun part	0.594	0.080	-0.034
fun ride	0.620	0.274	0.034
fun run	0.518	0.190	0.104
fun size	0.222	0.000	-0.162
fun stuff	0.518	0.076	0.038
function as	0.134	0.098	0.130
fund manager	0.466	0.084	0.272
fundamental right	0.482	0.150	0.586
funeral home	-0.690	0.138	-0.194
funnel cake	0.258	-0.266	0.032
funny bone	0.234	0.222	-0.108
funny business	0.138	0.076	0.038
funny man	0.536	0.076	0.108
funny story	0.612	0.084	-0.222
funny stuff	0.096	0.050	-0.142
fur coat	-0.066	-0.028	-0.148
furniture store	0.080	-0.368	0.242
further away	0.172	0.016	-0.160
further down	-0.408	0.096	-0.260
further to	-0.130	-0.126	-0.308
futures contract	0.392	0.028	0.344
gag order	-0.518	0.030	-0.204
gag reflex	-0.520	0.274	0.076
gain control	0.138	0.322	0.162
gain in	0.580	-0.094	0.300
gain on	0.354	0.000	0.052
gamble on	-0.074	0.292	-0.194
game ball	0.178	0.062	0.104
game changer	0.534	0.424	0.322
game one	0.166	0.210	0.114
game over	-0.484	-0.158	-0.500
game plan	0.518	0.098	0.230
game room	0.434	0.194	-0.072
game show	0.096	0.276	0.448
game store	0.300	-0.064	-0.148
game theory	0.000	0.078	0.108
gang bang	-0.312	0.358	0.200
gang member	-0.500	0.234	0.334
gang up	-0.608	0.022	-0.290
gap year	-0.064	-0.068	-0.032
gaping hole	-0.366	-0.198	-0.108
garage door	-0.138	0.046	-0.064
garage sale	0.034	0.016	0.100
garbage bag	-0.500	-0.196	-0.104
garbage bin	-0.634	-0.022	-0.142
garbage can	-0.518	-0.390	-0.466
garbage collection	-0.286	0.274	-0.214
garbage disposal	-0.620	0.000	-0.408
garbage man	-0.420	0.200	-0.322
garbage truck	-0.608	0.210	-0.108
garden city	0.242	-0.052	0.276
garden hose	0.100	-0.190	-0.054
garlic bread	0.096	-0.172	0.000
garlic butter	-0.072	-0.230	0.064
garlic sauce	0.166	-0.184	-0.072
gas leak	-0.666	0.142	-0.322
gas light	-0.200	0.016	-0.134
gas line	-0.138	-0.016	-0.226
gas mask	-0.334	0.400	0.000
gas pedal	-0.388	0.084	0.064
gas pump	-0.276	0.180	-0.178
gas station	-0.064	0.000	0.242
gas stove	-0.034	-0.058	0.142
gas tank	-0.226	-0.016	-0.034
gas up	-0.222	-0.080	-0.032
gated community	0.138	0.072	0.434
gateway drug	-0.518	0.060	-0.072
gather in	0.134	-0.050	-0.034
gay bar	-0.300	0.148	-0.296
gay club	-0.034	0.058	-0.300
gay community	-0.172	0.082	-0.100
gay couple	-0.068	0.124	-0.208
gay male	-0.108	0.014	-0.104
gay man	-0.172	0.016	-0.172
gay marriage	0.096	0.284	-0.072
gay men	-0.104	0.014	-0.258
gay people	-0.226	0.114	-0.102
gay pride	-0.068	0.182	0.162
gay rights	0.066	0.152	-0.108
gear to	-0.108	0.018	-0.034
gear up	0.290	0.058	0.032
gearing up	0.366	0.474	-0.108
geek out	0.000	0.124	-0.162
gender identity	0.310	-0.030	0.162
gender neutral	0.064	-0.032	0.048
gene pool	-0.032	-0.124	-0.094
gene therapy	0.194	0.102	-0.100
general admission	0.234	0.208	0.266
general assembly	0.242	0.290	0.420
general counsel	-0.148	-0.152	0.426
general election	0.094	0.210	0.344
general hospital	0.100	0.016	0.186
general manager	0.362	-0.078	0.310
general meeting	0.186	0.050	0.434
general public	0.448	0.016	-0.072
general strike	-0.154	0.376	0.242
genetically modified	-0.178	0.366	0.074
geneva convention	-0.062	0.156	0.260
genghis khan	-0.234	0.262	0.000
gentle giant	0.484	0.048	0.176
get about	0.206	-0.016	-0.018
get above	0.286	-0.128	0.100
get across	0.130	0.032	0.000
get advice	0.516	0.062	0.124
get after	-0.096	0.048	0.108
get ahead	0.334	0.236	0.108
get along	0.258	-0.104	0.000
get around	0.066	0.000	0.276
get at	-0.046	-0.180	0.068
get attention	0.448	0.324	0.322
get away	0.000	0.080	-0.062
get back	-0.130	-0.166	-0.230
get behind	-0.108	-0.108	-0.066
get bent	-0.376	0.122	-0.286
get better	0.566	-0.202	0.178
get burned	-0.548	0.370	-0.172
get busy	0.032	0.238	0.104
get by	-0.112	-0.048	-0.448
get caught	-0.406	0.154	0.000
get changed	0.034	0.156	-0.042
get confused	-0.428	0.106	-0.452
get credit	0.562	0.154	0.380
get down	-0.414	0.000	-0.346
get dressed	0.222	0.148	0.154
get even	-0.104	0.000	-0.166
get fresh	0.414	0.132	0.350
get going	0.562	0.052	0.218
get healthy	0.534	0.126	0.578
get help	0.276	-0.014	-0.156
get high	0.138	0.126	0.434
get home	0.214	-0.136	0.068
get in	0.108	0.016	-0.108
get information	0.096	0.130	0.322
get into	0.124	-0.112	-0.138
get it	0.250	0.112	0.172
get laid	-0.206	0.058	-0.034
get lost	-0.624	-0.046	-0.482
get mad	-0.634	0.276	-0.366
get married	0.562	0.158	0.512
get moving	-0.156	0.254	0.200
get nowhere	-0.392	0.000	-0.200
get off	-0.242	-0.082	-0.466
get older	-0.428	-0.084	-0.130
get on	0.174	0.152	-0.206
get onto	0.032	0.048	0.000
get out	-0.312	-0.016	-0.206
get outside	-0.226	0.128	-0.314
get over	-0.344	-0.078	0.142
get past	-0.072	0.018	-0.112
get permission	0.310	0.228	0.104
get ready	0.322	0.030	0.194
get real	0.344	-0.066	0.162
get revenge	-0.482	0.516	0.000
get rolling	-0.112	0.182	0.162
get screwed	-0.416	0.242	-0.344
get serious	-0.214	0.112	0.074
get service	0.064	0.180	0.266
get sick	-0.710	-0.096	-0.290
get sleep	0.032	-0.448	-0.414
get some	0.468	-0.064	0.222
get started	0.406	0.152	0.100
get stuck	-0.612	-0.134	-0.368
get support	0.516	0.046	0.038
get there	0.064	0.022	-0.112
get through	0.068	0.058	0.104
get to	0.142	-0.018	-0.066
get together	0.420	0.084	0.380
get treatment	0.032	0.284	-0.222
get up	0.448	0.140	0.034
get used	-0.072	-0.104	-0.124
get well	0.420	-0.152	0.000
get wet	-0.366	-0.068	-0.072
get with	-0.034	-0.030	0.024
get work	0.194	-0.032	0.000
get worse	-0.820	0.170	-0.312
get you	0.310	0.016	-0.036
get yours	0.266	0.146	0.100
getting along	0.104	-0.082	-0.026
getting even	-0.032	0.078	0.334
ghost story	-0.400	0.300	0.100
ghost town	-0.710	-0.270	-0.226
ghost writer	-0.322	0.096	-0.072
giant leap	0.344	0.166	0.038
gift basket	0.600	-0.172	0.038
gift card	0.582	-0.216	0.036
gift certificate	0.758	0.000	0.452
gift shop	0.408	-0.132	0.034
gift wrapping	0.428	0.046	0.178
ginger ale	0.406	-0.276	-0.400
gingerbread house	0.276	0.016	0.176
girl group	0.344	0.076	-0.036
girl power	0.500	0.324	0.388
girl scout	0.156	0.042	0.000
girl scouts	0.250	0.116	0.076
give advice	0.434	0.098	0.138
give away	-0.186	0.016	0.000
give back	0.370	-0.258	-0.206
give birth	0.816	0.982	-0.032
give credit	0.414	-0.034	0.286
give her	0.140	-0.032	-0.204
give in	0.134	-0.148	-0.068
give off	0.032	-0.136	-0.358
give out	-0.518	-0.112	-0.500
give permission	0.286	0.140	0.482
give power	0.322	0.296	0.482
give thanks	0.962	-0.172	0.310
give up	-0.334	-0.066	-0.400
give way	0.134	-0.116	-0.200
given name	0.250	-0.218	0.172
given that	0.068	-0.112	-0.264
given to	-0.032	-0.068	-0.172
giving birth	0.428	0.400	0.034
glass bottle	-0.272	-0.204	-0.226
glass ceiling	-0.142	0.150	-0.066
glass door	0.150	-0.074	-0.120
glass in	-0.034	-0.102	-0.068
glazed donut	0.334	-0.036	-0.074
global economy	0.096	0.386	0.482
global warming	-0.250	0.344	0.286
glory days	0.400	0.184	0.234
glory hole	-0.034	0.064	-0.086
glory in	0.678	0.000	0.178
gloss over	-0.462	-0.092	-0.370
glove box	-0.034	-0.218	0.162
glow stick	0.420	0.064	0.062
gluten free	0.166	-0.242	-0.138
go about	-0.104	0.000	0.066
go across	0.038	0.088	0.000
go after	-0.166	0.136	0.034
go against	-0.322	0.258	-0.100
go ahead	0.366	0.124	-0.034
go along	0.242	-0.016	-0.206
go ape	-0.322	0.162	-0.234
go around	0.142	-0.172	-0.090
go at	-0.100	-0.014	-0.286
go away	-0.376	0.032	-0.264
go back	-0.452	-0.218	-0.134
go bad	-0.734	-0.110	-0.734
go bankrupt	-0.620	0.058	-0.370
go before	-0.172	-0.216	-0.334
go below	-0.138	-0.096	-0.310
go beyond	0.038	0.098	0.000
go blue	-0.072	-0.194	-0.166
go by	-0.214	-0.048	-0.218
go crazy	-0.224	0.296	-0.032
go cry	-0.740	0.018	-0.534
go deep	-0.034	0.124	0.068
go down	-0.354	-0.212	-0.518
go downhill	-0.452	0.016	-0.290
go downtown	0.178	0.068	-0.134
go easy	0.322	-0.302	-0.066
go far	0.234	0.088	-0.096
go figure	-0.214	-0.220	-0.096
go first	0.194	-0.064	0.124
go for	0.366	-0.118	0.200
go forth	0.200	0.066	0.096
go forward	0.406	0.246	0.322
go green	0.276	0.056	0.242
go hang	-0.380	-0.124	-0.300
go home	0.034	-0.236	0.034
go hungry	-0.548	0.060	-0.112
go in	0.096	-0.078	-0.138
go into	-0.162	-0.292	-0.222
go it	0.000	-0.134	0.000
go mad	-0.304	0.288	-0.308
go missing	-0.534	-0.016	-0.480
go nowhere	-0.440	-0.034	-0.518
go nuts	-0.250	0.058	-0.300
go off	-0.380	-0.088	-0.414
go on	0.322	0.098	0.000
go one	0.000	-0.132	0.064
go out	-0.200	-0.156	-0.342
go over	0.230	0.150	0.034
go overboard	-0.276	0.354	0.036
go past	-0.420	0.022	-0.076
go places	0.266	0.066	0.200
go public	0.108	0.262	0.434
go red	-0.300	0.158	-0.206
go round	-0.124	-0.014	0.104
go see	0.204	-0.050	0.066
go south	-0.464	-0.030	-0.458
go straight	0.266	0.170	0.258
go there	-0.100	-0.016	-0.066
go through	0.000	0.000	0.286
go thru	-0.130	-0.064	0.152
go to	-0.224	0.122	-0.064
go together	0.482	0.164	0.310
go toward	0.312	0.186	0.156
go towards	0.334	-0.098	-0.046
go under	-0.448	-0.060	-0.120
go unnoticed	-0.518	0.060	-0.466
go up	0.096	0.000	0.138
go upstairs	0.000	-0.032	0.000
go well	0.552	0.046	0.334
go west	-0.032	-0.090	-0.034
go wild	0.178	0.350	0.242
go with	0.334	0.124	0.218
go without	-0.400	-0.360	-0.290
go wrong	-0.730	0.124	-0.548
goal difference	-0.182	0.064	0.276
goal line	0.376	0.228	0.242
goal scorer	0.366	0.178	0.366
goat cheese	-0.096	-0.022	-0.054
god almighty	0.482	0.246	0.552
god awful	-0.448	0.106	-0.104
god damn	-0.104	0.176	0.234
god forbid	0.034	0.000	0.000
god forsaken	-0.090	0.112	0.244
god knows	0.344	-0.016	0.286
god willing	0.700	0.032	0.258
goddamn it	-0.334	0.328	-0.286
going away	-0.470	0.000	-0.100
going down	-0.586	-0.030	-0.400
going on	0.206	-0.046	0.322
going places	0.646	0.292	0.178
going rate	0.130	0.094	0.034
going strong	0.772	0.190	0.388
going to	0.162	-0.112	0.108
going under	-0.344	-0.032	-0.148
gold digger	0.032	0.362	-0.036
gold medal	0.708	0.086	0.656
gold medalist	0.852	0.306	1.000
gold mine	0.388	0.108	0.276
gold rush	0.552	0.196	0.322
gold standard	0.536	0.164	0.296
golden age	0.534	-0.030	0.384
golden boy	0.634	0.184	0.572
golden calf	0.266	-0.158	0.206
golden gate	0.444	-0.084	0.518
golden girl	0.700	0.000	0.214
golden goal	0.666	0.078	0.630
golden goose	0.452	0.124	0.172
golden opportunity	0.718	0.412	0.742
golden retriever	0.656	0.244	0.392
golden rule	0.600	0.000	0.200
golden ticket	0.812	0.200	0.296
golden years	0.700	0.036	0.552
golf ball	0.200	-0.298	0.032
golf cart	0.310	-0.166	-0.064
golf club	0.148	0.066	0.200
golf clubs	0.234	0.000	0.134
golf course	0.206	-0.070	0.138
golf game	0.484	-0.046	0.132
gone on	-0.044	-0.312	-0.234
gong show	-0.134	-0.066	-0.138
good afternoon	0.646	-0.284	0.276
good at	0.580	-0.046	0.484
good bet	0.482	0.060	0.234
good book	0.724	-0.306	0.380
good books	0.710	-0.422	0.380
good day	0.770	0.100	0.218
good deal	0.838	0.032	0.572
good egg	0.852	-0.326	0.000
good enough	0.572	-0.214	0.130
good evening	0.710	-0.258	0.200
good example	0.656	-0.234	0.310
good faith	0.774	0.016	0.344
good fortune	0.600	0.124	0.500
good friend	0.862	-0.044	0.366
good fun	0.852	0.062	0.266
good god	0.226	0.000	0.536
good going	0.800	-0.230	0.534
good graces	0.786	-0.104	0.380
good grief	-0.100	0.014	0.250
good guy	0.720	-0.214	0.552
good hands	0.690	-0.046	0.380
good head	0.580	0.080	0.434
good health	0.962	-0.184	0.452
good heavens	0.434	0.030	0.366
good idea	0.994	-0.058	0.428
good job	0.892	0.334	0.782
good life	0.822	0.064	0.344
good looking	0.652	0.000	0.428
good looks	0.488	0.000	0.518
good lord	0.654	0.068	0.300
good luck	0.642	-0.158	0.072
good manners	0.774	-0.080	0.404
good money	0.866	0.064	0.388
good mood	0.866	-0.308	0.274
good morning	0.724	-0.064	0.534
good name	0.678	-0.194	0.608
good news	0.800	-0.014	0.552
good night	0.194	-0.370	-0.166
good part	0.786	-0.078	0.388
