term	valence
ranch dressing	0.100
credit with	0.100
magic bullet	0.100
male character	0.100
fill with	0.100
plastic surgeon	0.100
social policy	0.100
fair number	0.100
jelly beans	0.100
general hospital	0.100
tax exempt	0.100
ball player	0.100
dipping sauce	0.100
will do	0.100
white meat	0.100
cleaned up	0.100
fit in	0.100
skating rink	0.100
net worth	0.100
delivery date	0.100
full tilt	0.100
standard time	0.100
legal counsel	0.100
executive privilege	0.100
data collection	0.100
little man	0.100
come again	0.100
eye drops	0.100
facebook page	0.100
resting place	0.100
pro shop	0.100
full on	0.100
piece together	0.100
miles away	0.100
car dealership	0.100
rating system	0.100
feel for	0.100
a lot	0.100
fish fry	0.098
me time	0.098
consent form	0.098
hot with	0.098
soy sauce	0.097
social housing	0.096
talking to	0.096
game show	0.096
opt in	0.096
garlic bread	0.096
have influence	0.096
ball hockey	0.096
and how	0.096
city council	0.096
pot pie	0.096
on purpose	0.096
quantities of	0.096
get information	0.096
land with	0.096
dream of	0.096
see coming	0.096
young adult	0.096
go up	0.096
part ways	0.096
iced coffee	0.096
in public	0.096
trade up	0.096
short cut	0.096
silk road	0.096
american indian	0.096
inside joke	0.096
drum kit	0.096
box set	0.096
soccer ball	0.096
go in	0.096
feed into	0.096
serious money	0.096
gay marriage	0.096
small fortune	0.096
pad thai	0.096
search engine	0.096
funny stuff	0.096
social security	0.096
cherry pick	0.096
new era	0.096
living wage	0.096
mark as	0.096
step into	0.096
square with	0.096
walkie talkie	0.096
power cord	0.096
mail box	0.096
whole time	0.096
mind reading	0.096
country road	0.096
global economy	0.096
this evening	0.096
top out	0.096
bowling alley	0.096
vested interest	0.096
long on	0.096
wine bottle	0.096
fly in	0.096
green onions	0.096
outside world	0.096
pulled pork	0.096
access code	0.096
air conditioner	0.096
first person	0.096
know what	0.096
face card	0.096
television series	0.096
baking soda	0.096
only child	0.094
white person	0.094
thrive on	0.094
in all	0.094
stay around	0.094
back story	0.094
triple play	0.094
revolve around	0.094
join you	0.094
general election	0.094
rolling stone	0.094
flip through	0.094
hyped up	0.094
little one	0.094
science fiction	0.094
text message	0.094
hawaiian shirt	0.094
driver license	0.094
corn bread	0.094
in form	0.094
lady bug	0.093
dining room	0.092
hand in	0.092
try for	0.090
take notes	0.090
bulletin board	0.090
right foot	0.090
live television	0.090
intend to	0.090
pop quiz	0.088
a bunch	0.088
who knows	0.088
remembrance day	0.086
after all	0.086
time series	0.086
fried chicken	0.086
start on	0.084
retail therapy	0.084
close by	0.084
fly into	0.084
electric slide	0.084
rest on	0.084
end table	0.082
political campaign	0.082
inner voice	0.082
tomato sauce	0.082
strung out	0.082
calendar year	0.082
win back	0.080
in place	0.080
front porch	0.080
melted cheese	0.080
opposition party	0.080
shout out	0.080
kitchen counter	0.080
in front	0.080
furniture store	0.080
front yard	0.078
want from	0.076
exhibition game	0.076
on parade	0.076
per diem	0.076
awake to	0.076
you betcha	0.076
the same	0.076
know from	0.076
several states	0.076
long run	0.076
cinnamon roll	0.076
baseball cap	0.076
come to	0.076
dine out	0.076
on wheels	0.076
cayenne pepper	0.076
cover for	0.076
state trooper	0.076
known to	0.074
pinot grigio	0.074
push up	0.074
bumper cars	0.074
clam chowder	0.074
drive around	0.074
solicitor general	0.074
big government	0.074
public works	0.074
it's snowing	0.074
bath time	0.074
operating room	0.074
concerned with	0.074
apropos of	0.074
picked up	0.074
sleep on	0.072
air miles	0.072
carbon neutral	0.072
a little	0.072
pass along	0.072
food stamp	0.072
medical history	0.072
third grade	0.072
high tide	0.072
pair up	0.072
take classes	0.072
to spare	0.072
bon voyage	0.072
espresso machine	0.072
slow dance	0.072
annual meeting	0.072
read for	0.072
video clip	0.072
double as	0.072
insurance company	0.072
horse race	0.072
socialized medicine	0.072
index fund	0.072
grand rounds	0.072
let's see	0.072
bona fide	0.072
chief executive	0.072
look here	0.072
mountain bike	0.072
news conference	0.072
work clothes	0.072
work up	0.072
emergency medicine	0.072
welfare state	0.072
me too	0.072
old school	0.072
have at	0.072
dial up	0.072
catch phrase	0.072
settle it	0.072
lean on	0.072
all in	0.072
free enterprise	0.070
math teacher	0.070
state college	0.070
human face	0.070
retirement plan	0.068
sea shanty	0.068
rocky road	0.068
strip mall	0.068
bottoms up	0.068
chicken wings	0.068
man up	0.068
love triangle	0.068
flow from	0.068
line worker	0.068
wait for	0.068
bound for	0.068
american eagle	0.068
carve out	0.068
ring in	0.068
arrive at	0.068
low-hanging fruit	0.068
get through	0.068
inside of	0.068
file with	0.068
police chief	0.068
wide awake	0.068
break free	0.068
medical procedure	0.068
white elephant	0.068
breast milk	0.068
one third	0.068
long johns	0.068
inside information	0.068
normal stuff	0.068
at rest	0.068
atlantic ocean	0.068
track with	0.068
fire away	0.068
free throws	0.068
laid back	0.068
ask to	0.068
back atcha	0.068
so much	0.068
in order	0.068
muster up	0.068
double play	0.068
fish tank	0.068
in name	0.068
political leader	0.068
take medication	0.068
guess what	0.068
andy warhol	0.068
common people	0.068
sourdough bread	0.068
call back	0.068
long sleeve	0.068
stage name	0.068
in contention	0.068
sharp cheddar	0.068
help wanted	0.068
take credit	0.068
drive by	0.068
body clock	0.068
hot springs	0.068
cash cow	0.068
given that	0.068
hold up	0.068
car park	0.068
send on	0.068
attorney general	0.068
hear of	0.068
trade away	0.068
numbers game	0.068
file for	0.068
in hand	0.068
point man	0.068
cab driver	0.068
buy order	0.068
service line	0.068
wind speed	0.068
be onto	0.068
find out	0.068
do justice	0.068
running joke	0.068
sit by	0.068
suit to	0.068
have in	0.068
nuclear family	0.068
depart from	0.068
bus terminal	0.068
offer up	0.068
call in	0.066
stock up	0.066
trading card	0.066
grand total	0.066
dive in	0.066
summer solstice	0.066
jump on	0.066
catholic school	0.066
head for	0.066
huge part	0.066
even so	0.066
head over	0.066
key word	0.066
need be	0.066
flash drive	0.066
public sector	0.066
spring for	0.066
man cave	0.066
pass for	0.066
spring cleaning	0.066
think piece	0.066
tax deduction	0.066
bar mitzvah	0.066
lip liner	0.066
drink to	0.066
square one	0.066
potato soup	0.066
martial arts	0.066
fair weather	0.066
league season	0.066
common law	0.066
head office	0.066
fish for	0.066
piping hot	0.066
paper towel	0.066
air filter	0.066
chill out	0.066
buy from	0.066
i'd say	0.066
postal code	0.066
fix you	0.066
thought out	0.066
even out	0.066
bring over	0.066
mind control	0.066
light blue	0.066
come close	0.066
body language	0.066
pickle juice	0.066
act upon	0.066
settle on	0.066
public image	0.066
plus size	0.066
food prices	0.066
board member	0.066
do work	0.066
credit to	0.066
budget for	0.066
corned beef	0.066
make out	0.066
potato chip	0.066
serve up	0.066
studio audience	0.066
rest up	0.066
wild about	0.066
jump start	0.066
pasta salad	0.066
hula hoop	0.066
any day	0.066
ritz crackers	0.066
library card	0.066
get around	0.066
blue chip	0.066
entry level	0.066
cleaning lady	0.066
fruit fly	0.066
sea salt	0.066
been around	0.066
egg roll	0.066
word salad	0.066
tissue paper	0.066
bed in	0.066
built on	0.066
new blood	0.066
two piece	0.066
weight room	0.066
space flight	0.066
baby blue	0.066
selection committee	0.066
phone book	0.066
gay rights	0.066
relative to	0.066
grand rapids	0.066
mama bear	0.066
join up	0.066
monetary value	0.066
cheese dip	0.066
cardboard box	0.066
set to	0.066
cool down	0.066
huge impact	0.066
big word	0.066
of choice	0.066
chew on	0.066
come on	0.066
thought of	0.066
estate agent	0.066
short sleeve	0.066
thus far	0.066
joke around	0.066
spaced out	0.066
sold on	0.066
play into	0.064
intentional grounding	0.064
pay in	0.064
rally around	0.064
come about	0.064
next door	0.064
focal point	0.064
suppose to	0.064
result in	0.064
organized religion	0.064
red deer	0.064
foray into	0.064
rare earth	0.064
container ship	0.064
meant for	0.064
plain text	0.064
job description	0.064
read up	0.064
instruction manual	0.064
rubber band	0.064
of age	0.064
get service	0.064
get there	0.064
gender neutral	0.064
roller rink	0.064
compare notes	0.064
training ground	0.064
blue jay	0.064
that much	0.064
make room	0.064
track suit	0.064
local radio	0.064
service provider	0.064
public places	0.064
senior citizen	0.064
answering machine	0.064
record label	0.064
mass media	0.064
up with	0.064
hot chicken	0.064
graphic novel	0.064
far west	0.064
cut through	0.064
land in	0.064
radio program	0.064
open house	0.064
marine corps	0.064
see in	0.064
physical therapy	0.064
ring with	0.064
spare time	0.064
at ease	0.064
keep from	0.064
past weekend	0.064
mailing address	0.064
first floor	0.064
spend money	0.064
long for	0.064
soft on	0.064
binge watching	0.064
powerpoint presentation	0.064
little dog	0.064
serve as	0.064
industrial revolution	0.064
taxi driver	0.064
fast lane	0.064
civil liberties	0.064
common thread	0.062
secret service	0.062
life form	0.062
in depth	0.062
starter pack	0.062
police work	0.062
mardi gras	0.062
sales team	0.062
pumpkin patch	0.062
no doubt	0.062
jigsaw puzzle	0.062
governing body	0.062
be about	0.062
this minute	0.062
flip for	0.062
straight edge	0.062
at bat	0.062
hit home	0.062
change course	0.062
what's yours	0.062
take time	0.062
oxygen mask	0.062
jump into	0.062
race track	0.062
in question	0.062
final exam	0.062
small caps	0.062
baseball bat	0.060
wide range	0.058
halfway decent	0.058
the man	0.058
in sight	0.058
in reality	0.058
add in	0.056
royal blue	0.052
collective bargaining	0.052
feedback loop	0.052
school spirit	0.052
defense team	0.050
itty bitty	0.050
financial analyst	0.048
for all	0.048
suits you	0.048
take on	0.048
reverse engineering	0.048
cross country	0.047
parking lot	0.046
widely known	0.046
tip off	0.046
fiscal policy	0.046
laid out	0.044
fishing boat	0.042
nursing home	0.042
play along	0.042
quest for	0.042
bear hug	0.040
precious little	0.040
head on	0.040
fictional character	0.040
in earnest	0.040
venture out	0.040
safe distance	0.040
break time	0.040
big cat	0.038
go across	0.038
launch pad	0.038
for starters	0.038
quebec city	0.038
business school	0.038
split screen	0.038
chicken breast	0.038
use to	0.038
in reserve	0.038
hand around	0.038
middle management	0.038
go beyond	0.038
yield to	0.038
half dozen	0.038
move into	0.038
for days	0.038
up for	0.038
self absorbed	0.038
body builder	0.038
hockey rink	0.038
wander around	0.038
opt for	0.038
eye opener	0.038
weight lifting	0.038
road game	0.038
in tow	0.038
huge amount	0.038
the whole	0.038
in practice	0.038
here's to	0.038
at once	0.038
in private	0.036
test match	0.036
stand at	0.036
tell all	0.036
touch on	0.036
bar none	0.036
toss up	0.036
with it	0.036
come with	0.036
dental school	0.036
big brother	0.036
electoral college	0.036
oil change	0.036
test run	0.036
middle ground	0.036
hands up	0.036
shoe store	0.036
unheard of	0.036
late spring	0.036
onto something	0.036
pay cash	0.036
prep time	0.036
soul searching	0.036
quotation marks	0.036
let be	0.036
belly button	0.036
small change	0.036
minority group	0.036
tootsie roll	0.036
school system	0.036
oil price	0.036
night out	0.036
hot stuff	0.036
in sum	0.036
do business	0.036
draft board	0.036
make up	0.036
dollar store	0.036
stand firm	0.036
clean up	0.036
drama queen	0.036
top hat	0.036
contend with	0.036
in stitches	0.036
usher in	0.036
destined for	0.036
bossa nova	0.036
bubble tea	0.034
data entry	0.034
just saying	0.034
organic chemistry	0.034
strategic planning	0.034
hiking boots	0.034
amped up	0.034
legal tender	0.034
crop top	0.034
rosetta stone	0.034
navy blue	0.034
oh dear	0.034
a while	0.034
these parts	0.034
draw up	0.034
sing along	0.034
phone up	0.034
do one	0.034
sewing machine	0.034
vested interests	0.034
limited edition	0.034
center in	0.034
military service	0.034
shower curtain	0.034
sex education	0.034
bronze age	0.034
back office	0.034
get changed	0.034
arm chair	0.034
second home	0.034
piggy bank	0.034
bring out	0.034
list price	0.034
fast car	0.034
spark up	0.034
my eye	0.034
in concert	0.034
main line	0.034
lord knows	0.034
toss in	0.034
front door	0.034
farm team	0.034
orange soda	0.034
time flies	0.034
tattoo artist	0.034
alter ego	0.034
foreign minister	0.034
code name	0.034
bike rack	0.034
along with	0.034
bottle opener	0.034
mix in	0.034
family leave	0.034
keep track	0.034
a handful	0.034
home depot	0.034
used to	0.034
punk rock	0.034
in that	0.034
on camera	0.034
salvation army	0.034
occur to	0.034
dew point	0.034
park bench	0.034
oil production	0.034
hold power	0.034
policy change	0.034
time off	0.034
call on	0.034
dotted line	0.034
crew member	0.034
essay writing	0.034
small business	0.034
sixth grade	0.034
video recording	0.034
in short	0.034
on line	0.034
greek mythology	0.034
department store	0.034
my self	0.034
every bit	0.034
foreign affairs	0.034
the above	0.034
fist bump	0.034
mashed potato	0.034
show out	0.034
state house	0.034
seeing as	0.034
name after	0.034
part time	0.034
body temperature	0.034
lawn chair	0.034
walking distance	0.034
match fixing	0.034
cape cod	0.034
ramp up	0.034
see around	0.034
birth name	0.034
see into	0.034
why not	0.034
such as	0.034
cheddar cheese	0.034
think again	0.034
garage sale	0.034
blood type	0.034
maple leaf	0.034
all blacks	0.034
anecdotal evidence	0.034
swipe right	0.034
triple crown	0.034
brazilian wax	0.034
go home	0.034
pacific rim	0.034
in fine	0.034
split decision	0.034
name tag	0.034
simon says	0.034
mountain dew	0.034
ham sandwich	0.034
mixed doubles	0.034
rock solid	0.034
drag racing	0.034
so far	0.034
role player	0.034
a must	0.034
aimed at	0.034
new math	0.034
valley girl	0.034
in jest	0.034
grow back	0.034
mail order	0.034
tap into	0.034
pharmaceutical company	0.034
toy with	0.034
hard evidence	0.034
take off	0.034
baked potato	0.034
pillow talk	0.034
fiscal year	0.034
local authorities	0.034
point after	0.034
sort out	0.034
underground railroad	0.034
do homework	0.034
second language	0.034
count towards	0.034
secondary market	0.034
milk out	0.034
center ice	0.034
on loan	0.034
vocal chords	0.034
next to	0.034
assistant coach	0.034
stick by	0.034
turning point	0.034
ice skate	0.034
control group	0.034
soon enough	0.034
home field	0.034
take note	0.034
testify to	0.034
a go	0.034
lock in	0.034
blood vessel	0.034
peer review	0.034
clean cut	0.034
god forbid	0.034
think back	0.034
wise up	0.034
day one	0.034
panel discussion	0.034
placebo effect	0.034
conveyor belt	0.034
bubble wrap	0.032
buy food	0.032
miss you	0.032
sort through	0.032
in effect	0.032
potty training	0.032
pacific time	0.032
mustard seed	0.032
be sure	0.032
camped out	0.032
story line	0.032
range in	0.032
active list	0.032
clint eastwood	0.032
get sleep	0.032
stretch to	0.032
private equity	0.032
ceiling fan	0.032
back up	0.032
sight of	0.032
fair market	0.032
bring forth	0.032
for instance	0.032
dance off	0.032
ever since	0.032
road runner	0.032
water tank	0.032
