term	dominance
work over	0.072
coast guard	0.072
driving at	0.072
sourdough bread	0.072
stumble on	0.072
water main	0.072
in flight	0.072
trend line	0.072
knife fight	0.072
reading week	0.072
quick check	0.072
dig deep	0.072
viral load	0.072
wild horses	0.072
roll on	0.072
iron out	0.072
french bulldog	0.072
neural network	0.072
in series	0.072
electric slide	0.072
deep inside	0.072
speed dial	0.072
con man	0.072
card game	0.072
close contact	0.072
made of	0.072
on horseback	0.072
have at	0.072
rock band	0.072
box in	0.072
weather man	0.072
crack on	0.072
big box	0.072
belong together	0.072
afford to	0.072
internet service	0.072
hip hop	0.070
in return	0.070
chicken salad	0.070
annual report	0.070
impressed with	0.068
in agreement	0.068
raw data	0.068
carrying out	0.068
at school	0.068
medical school	0.068
margin call	0.068
motor city	0.068
some one	0.068
tax deduction	0.068
all show	0.068
camera person	0.068
hard feelings	0.068
have words	0.068
same here	0.068
fair trade	0.068
drive you	0.068
court case	0.068
big bucks	0.068
meant to	0.068
seem like	0.068
see coming	0.068
flush it	0.068
life coach	0.068
related to	0.068
mass hysteria	0.068
bring over	0.068
get at	0.068
just right	0.068
mountain time	0.068
educational system	0.068
come into	0.068
every year	0.068
take steps	0.068
do time	0.068
critical theory	0.068
in order	0.068
head in	0.068
socialized medicine	0.068
chase down	0.068
get home	0.068
one shot	0.068
visit with	0.068
oncoming traffic	0.068
debt limit	0.068
attuned to	0.068
state fair	0.068
summer time	0.068
studio audience	0.068
manual labor	0.068
barber shop	0.068
cross section	0.068
truck driver	0.068
tell about	0.068
in detail	0.068
fighting chance	0.068
first time	0.068
hammer down	0.068
go deep	0.068
washing machine	0.068
a pleasure	0.068
play football	0.068
fill with	0.068
theme music	0.068
red ink	0.068
car insurance	0.068
easy money	0.068
roll over	0.068
up here	0.068
en route	0.068
bell pepper	0.068
soviet union	0.068
be able	0.068
battle royal	0.068
hockey rink	0.068
build in	0.068
rap music	0.068
skating rink	0.068
thick skin	0.068
dinner time	0.068
do in	0.068
per cent	0.068
entitled to	0.068
oil company	0.068
free people	0.068
welfare state	0.068
center back	0.068
assistant coach	0.068
urban legend	0.068
belong to	0.068
reason with	0.068
electric chair	0.068
take note	0.068
talk over	0.068
scavenger hunt	0.068
move about	0.068
car dealership	0.068
water polo	0.066
you lot	0.066
in general	0.066
in between	0.066
partly cloudy	0.066
trading card	0.066
window shopping	0.066
march on	0.066
candy corn	0.066
taste buds	0.066
auction house	0.066
ice pack	0.066
thanks again	0.066
bronze age	0.066
first reading	0.066
keep around	0.066
spring cleaning	0.066
push notification	0.066
second guess	0.066
high pitch	0.066
essential oil	0.066
drive in	0.066
fish sticks	0.066
by yourself	0.066
area code	0.066
blue blood	0.066
deep pockets	0.066
drive home	0.066
moral imperative	0.066
on camera	0.066
screen saver	0.066
tree house	0.066
grilled cheese	0.066
echo chamber	0.066
what's new	0.066
boy scout	0.066
african american	0.066
one's self	0.066
senior citizen	0.066
on line	0.066
save as	0.066
turn around	0.066
soul searching	0.066
every bit	0.066
exchange rate	0.066
muster up	0.066
marching band	0.066
tax rate	0.066
coca cola	0.066
come from	0.066
top end	0.066
credit to	0.066
even more	0.066
hot chicken	0.066
station wagon	0.066
baseball cap	0.066
one thousand	0.066
hockey season	0.066
fight on	0.066
real name	0.066
see around	0.066
feedback loop	0.066
quantum physics	0.066
praying mantis	0.066
banana peel	0.066
force out	0.066
on course	0.066
split decision	0.066
tax money	0.066
talk up	0.066
pressure cooker	0.066
series finale	0.066
white meat	0.066
matter to	0.066
central time	0.066
corn maze	0.066
numbers game	0.066
modern era	0.066
receding hairline	0.066
school zone	0.066
go see	0.066
cinnamon toast	0.066
level at	0.066
lump sum	0.066
ring true	0.066
be careful	0.066
real thing	0.066
shrimp cocktail	0.066
main road	0.066
vocal cords	0.066
doc martens	0.066
driving range	0.066
tough situation	0.066
go about	0.066
father time	0.066
in practice	0.066
civil liberties	0.066
young woman	0.066
supply side	0.066
health insurance	0.066
hand wringing	0.064
space heater	0.064
key words	0.064
shopping around	0.064
count up	0.064
pull for	0.064
street view	0.064
cover up	0.064
switch over	0.064
like wildfire	0.064
gas pedal	0.064
box office	0.064
check in	0.064
yard sale	0.064
brownie points	0.064
quick buck	0.064
garlic butter	0.064
fair weather	0.064
tent city	0.064
arrested development	0.064
foregone conclusion	0.064
finish with	0.064
a student	0.064
drive through	0.064
shoot down	0.064
thick hair	0.064
radio show	0.064
overdo it	0.064
language barrier	0.064
bumper sticker	0.064
construction site	0.064
self conscious	0.064
first name	0.064
interest free	0.064
sound effect	0.064
pay out	0.064
eye candy	0.064
traffic lights	0.064
post office	0.064
mail box	0.064
rage on	0.064
go one	0.064
white women	0.064
obstacle course	0.064
third reich	0.064
open mic	0.064
white wine	0.064
first floor	0.064
translate into	0.064
student loan	0.064
summer camp	0.064
scale up	0.064
front desk	0.064
wind on	0.064
concentration camp	0.064
couple with	0.064
tax hike	0.064
big sur	0.064
first language	0.064
by trade	0.064
care package	0.064
wolf pack	0.062
city boy	0.062
talking to	0.062
glow stick	0.062
hear hear	0.062
hot potato	0.062
work into	0.062
chance on	0.062
saving grace	0.062
riot gear	0.062
add to	0.062
cartoon character	0.062
steer clear	0.062
atlantic ocean	0.062
smear campaign	0.062
ivory tower	0.062
steam ahead	0.062
check into	0.062
start up	0.062
by golly	0.062
special needs	0.062
proper name	0.062
sign for	0.062
carpal tunnel	0.062
keep at	0.062
final cut	0.062
bubble tea	0.060
my eye	0.060
a drive	0.060
brick wall	0.060
clean up	0.060
high street	0.058
crazy about	0.058
old time	0.058
read up	0.058
lift up	0.058
young adult	0.058
home run	0.058
gravitate to	0.058
like like	0.058
holy crap	0.056
kill for	0.056
police station	0.056
in operation	0.056
lean back	0.054
inner voice	0.054
hang onto	0.054
hook on	0.054
ha ha	0.052
public debate	0.052
anime series	0.052
make do	0.052
gain on	0.052
think twice	0.052
human race	0.052
tootsie roll	0.052
ahead of	0.052
in office	0.052
crop top	0.050
booster shot	0.050
at night	0.048
apple tree	0.048
gender neutral	0.048
fried egg	0.048
stay awake	0.048
enter into	0.048
dollar sign	0.048
one percent	0.048
ceiling fan	0.046
style on	0.046
tooth fairy	0.044
head on	0.044
think piece	0.044
mind games	0.044
stick to	0.044
see about	0.044
brotherly love	0.042
rise up	0.042
black bear	0.040
farm team	0.040
birth date	0.040
take chances	0.040
palm springs	0.040
bullet point	0.040
elevator music	0.040
jerk chicken	0.040
family room	0.040
flash back	0.040
comfort zone	0.038
funny business	0.038
hydrogen peroxide	0.038
toaster oven	0.038
stanley cup	0.038
navy blue	0.038
red meat	0.038
these parts	0.038
ground floor	0.038
ponzi scheme	0.038
eat that	0.038
spelling bee	0.038
bright yellow	0.038
video store	0.038
domino effect	0.038
take classes	0.038
honey bun	0.038
mixed bag	0.038
reverse psychology	0.038
spray paint	0.038
personal foul	0.038
slide show	0.038
that is	0.038
second best	0.038
pumpkin patch	0.038
vegetable oil	0.038
bulk up	0.038
year old	0.038
reading list	0.038
candy bar	0.038
morning time	0.038
pile up	0.038
pull in	0.038
little league	0.038
ethnic group	0.038
pounce on	0.038
as always	0.038
giant leap	0.038
of fame	0.038
condensed milk	0.038
side with	0.038
crossing over	0.038
cargo pants	0.038
english language	0.038
feel like	0.038
reach into	0.038
free market	0.038
reality check	0.038
parental leave	0.038
grow back	0.038
look out	0.038
hard line	0.038
huge fan	0.038
show in	0.038
pack in	0.038
phone company	0.038
water fountain	0.038
fun stuff	0.038
gift basket	0.038
straighten out	0.038
lady friend	0.038
silver surfer	0.038
get support	0.038
medical condition	0.036
brass knuckle	0.036
park avenue	0.036
communist party	0.036
brace yourself	0.036
rather than	0.036
rare cases	0.036
go overboard	0.036
able bodied	0.036
awake to	0.036
low-hanging fruit	0.036
take of	0.036
look upon	0.036
talk radio	0.036
move on	0.036
common law	0.036
office chair	0.036
deep tissue	0.036
phone line	0.036
front yard	0.036
walk around	0.036
deep freeze	0.036
hard drive	0.036
attend to	0.036
air quality	0.036
manage to	0.036
by contrast	0.036
clear cut	0.036
tomato sauce	0.036
web design	0.036
prep time	0.036
my word	0.036
side dish	0.036
flat screen	0.036
wild things	0.036
historical record	0.036
half dozen	0.036
rail line	0.036
that's cool	0.036
full day	0.036
carbon copy	0.036
heaven knows	0.036
money pit	0.036
square with	0.036
too many	0.036
driving force	0.036
there there	0.036
better still	0.036
walkie talkie	0.036
birthday suit	0.036
hear of	0.036
for keeps	0.036
it works	0.036
mad scientist	0.036
ulterior motive	0.036
check on	0.036
on guard	0.036
sure enough	0.036
break loose	0.036
drive at	0.036
live on	0.036
community care	0.036
fire hydrant	0.036
wood chipper	0.036
turning point	0.036
seeing things	0.036
sherlock holmes	0.036
factor in	0.036
gift card	0.036
roller coaster	0.034
double check	0.034
desk chair	0.034
car battery	0.034
rack up	0.034
stuff away	0.034
above water	0.034
air miles	0.034
strip mall	0.034
bus service	0.034
sweet potato	0.034
mass market	0.034
bike path	0.034
known to	0.034
draw up	0.034
making fun	0.034
vanilla bean	0.034
home stand	0.034
third party	0.034
train at	0.034
in shape	0.034
limited edition	0.034
meant for	0.034
blow up	0.034
fantasy novel	0.034
drug testing	0.034
solar powered	0.034
car seat	0.034
dollar bill	0.034
tooth brush	0.034
breakfast time	0.034
giving birth	0.034
frequent flyer	0.034
home page	0.034
about face	0.034
watch it	0.034
fine job	0.034
learn about	0.034
smart mouth	0.034
urban area	0.034
trying on	0.034
open fire	0.034
press box	0.034
these days	0.034
like crack	0.034
aluminum foil	0.034
lift off	0.034
dream of	0.034
take risk	0.034
you know	0.034
face time	0.034
silver fox	0.034
code name	0.034
car parts	0.034
coffee break	0.034
boxing gloves	0.034
you think	0.034
in character	0.034
two dozen	0.034
first off	0.034
tennis shoes	0.034
black women	0.034
step up	0.034
test run	0.034
family name	0.034
second act	0.034
tax payer	0.034
sunflower seeds	0.034
used to	0.034
build upon	0.034
get up	0.034
take it	0.034
in fact	0.034
grow apart	0.034
pull up	0.034
fun ride	0.034
know from	0.034
jump up	0.034
tax break	0.034
force feed	0.034
flash on	0.034
dew point	0.034
household name	0.034
dress up	0.034
news article	0.034
body suit	0.034
heavy rain	0.034
push away	0.034
corn syrup	0.034
lash out	0.034
in earnest	0.034
brass knuckles	0.034
school day	0.034
sit on	0.034
dream up	0.034
scratch that	0.034
field day	0.034
looking at	0.034
box set	0.034
wild turkey	0.034
still life	0.034
ice skating	0.034
drive back	0.034
key on	0.034
top sheet	0.034
ice machine	0.034
per year	0.034
up with	0.034
run for	0.034
tough guy	0.034
raisin bran	0.034
red hot	0.034
sweat pants	0.034
creep up	0.034
breathe in	0.034
same difference	0.034
cherry pick	0.034
in phase	0.034
at heart	0.034
pizza dough	0.034
walking distance	0.034
count down	0.034
gift shop	0.034
come up	0.034
solid food	0.034
play ball	0.034
edge off	0.034
set in	0.034
strike back	0.034
send for	0.034
hit home	0.034
touch base	0.034
hard part	0.034
country mile	0.034
land in	0.034
any day	0.034
blue sky	0.034
add on	0.034
ferris wheel	0.034
warm weather	0.034
take time	0.034
drawing board	0.034
plastic surgeon	0.034
one quarter	0.034
flesh out	0.034
go home	0.034
going rate	0.034
on time	0.034
box score	0.034
flea market	0.034
on wheels	0.034
pep rally	0.034
simon says	0.034
throw out	0.034
shopping mall	0.034
allow in	0.034
running water	0.034
vouch for	0.034
come in	0.034
work shift	0.034
take pleasure	0.034
food bank	0.034
hook up	0.034
cleaned up	0.034
touch of	0.034
your self	0.034
use up	0.034
eat in	0.034
be there	0.034
go after	0.034
double whammy	0.034
apple pie	0.034
opt for	0.034
current affairs	0.034
front for	0.034
set fire	0.034
heavy heart	0.034
cab driver	0.034
can tell	0.034
double digit	0.034
cast iron	0.034
herd mentality	0.034
hard up	0.034
stay up	0.034
picked up	0.034
think so	0.034
moon on	0.034
acting up	0.034
black power	0.034
fat cat	0.034
mixed race	0.034
sound bite	0.034
kids meal	0.034
tax evasion	0.034
minority leader	0.034
touch you	0.034
storage room	0.034
fair trial	0.034
crash course	0.034
be into	0.034
right turn	0.034
make like	0.034
work week	0.034
by heart	0.034
go over	0.034
clear picture	0.034
day school	0.034
stamp on	0.032
recommend to	0.032
rush through	0.032
take heed	0.032
think about	0.032
hell bent	0.032
smash hit	0.032
breakfast food	0.032
call center	0.032
fine line	0.032
reading glasses	0.032
cookie jar	0.032
time zone	0.032
work permit	0.032
gear up	0.032
make way	0.032
right hand	0.032
holy smokes	0.032
new town	0.032
hoop earrings	0.032
double jeopardy	0.032
rescue dog	0.032
for certain	0.032
funnel cake	0.032
golf ball	0.032
lab coat	0.032
rubber stamp	0.032
rec room	0.032
named after	0.032
sandwich shop	0.032
pretty clear	0.032
mobile device	0.032
ramble on	0.032
coffee cake	0.032
scorching hot	0.032
join with	0.032
banana split	0.032
common people	0.032
asian american	0.032
halfway decent	0.032
wrapping paper	0.032
paper clip	0.032
commercial break	0.032
lunch hour	0.032
please with	0.032
telephone number	0.032
open water	0.032
red carpet	0.032
hat trick	0.032
nice touch	0.032
window dressing	0.032
blank check	0.032
help with	0.032
fair number	0.032
blue chip	0.032
racial profiling	0.032
straight back	0.032
been around	0.032
dipping sauce	0.032
ham sandwich	0.032
mixed doubles	0.032
log cabin	0.032
past weekend	0.032
on message	0.032
buy at	0.032
for sale	0.032
cast on	0.032
pull through	0.032
bridle path	0.032
rotator cuff	0.032
estate agent	0.032
picnic table	0.032
send up	0.032
dream on	0.032
home field	0.032
slap shot	0.032
laundry room	0.032
gun for	0.032
rhetorical question	0.032
common denominator	0.032
contend with	0.032
know what	0.032
critical thinking	0.032
bring up	0.032
in color	0.032
loud mouth	0.032
second world	0.030
vitamin d	0.030
privy to	0.030
up on	0.030
shore up	0.028
past week	0.028
track with	0.028
after hours	0.028
stone cold	0.028
pumped up	0.028
comic strip	0.026
computer screen	0.026
day out	0.026
take orders	0.026
find for	0.026
old boy	0.024
get with	0.024
snow day	0.024
pull to	0.024
city limits	0.024
waiting area	0.024
read into	0.024
insurance claim	0.024
medical student	0.022
in gear	0.022
on campus	0.022
repair shop	0.022
ice skate	0.022
pick of	0.020
bite me	0.020
mute button	0.018
half dollar	0.018
yoga studio	0.016
focus on	0.016
travel by	0.016
freight train	0.016
first night	0.000
speak of	0.000
push for	0.000
driving school	0.000
cut ties	0.000
common thread	0.000
heaven sent	0.000
breaking and entering	0.000
masses of	0.000
anger management	0.000
hunt down	0.000
life span	0.000
mug shot	0.000
common man	0.000
remind of	0.000
font size	0.000
sheer volume	0.000
jet pack	0.000
mint chocolate	0.000
water heater	0.000
middle class	0.000
go across	0.000
train on	0.000
root cause	0.000
file size	0.000
stop sign	0.000
