term	valence	arousal	dominance
buy order	0.068	0.118	-0.100
buy out	-0.290	0.048	-0.242
buy that	0.226	0.016	-0.172
buy time	0.166	-0.146	-0.034
buy up	0.154	0.000	-0.170
buyable	0.333	-0.185	0.167
buyer	0.226	0.038	0.298
buyer beware	-0.242	0.242	-0.104
buying	0.330	0.568	0.178
buying power	0.482	0.210	0.400
buyout	0.519	0.667	1.000
buzz	-0.334	0.372	-0.250
buzz cut	-0.226	0.132	-0.206
buzz off	-0.516	0.032	-0.178
buzzard	-0.300	0.000	-0.550
buzzed	0.166	0.098	-0.104
buzzer	0.098	0.432	-0.040
buzzing	-0.140	0.176	-0.260
buzzword	0.000	0.667	0.375
by	0.000	0.000	0.000
by accident	-0.646	0.192	-0.482
by chance	-0.188	0.058	-0.076
by choice	0.362	-0.102	0.156
by committee	-0.072	-0.140	0.366
by contrast	-0.156	0.124	0.036
by design	0.138	-0.214	0.226
by far	0.162	0.116	0.166
by golly	0.032	-0.090	0.062
by hand	0.000	-0.196	0.000
by heart	0.366	0.018	0.034
by herself	0.344	-0.090	-0.172
by himself	-0.162	-0.204	0.076
by itself	-0.064	-0.312	-0.066
by mistake	-0.452	-0.116	-0.690
by myself	0.344	-0.420	-0.104
by nature	0.548	-0.208	0.250
by night	-0.036	-0.162	-0.116
by now	-0.068	-0.238	-0.138
by ourselves	0.194	-0.148	0.112
by themselves	-0.064	-0.066	-0.260
by trade	0.148	-0.118	0.064
by yourself	-0.034	-0.280	0.066
bye	-0.250	-0.204	-0.358
bye week	-0.234	-0.236	-0.434
bygone	-0.542	-0.380	-0.370
bylaw	-0.062	-0.254	0.450
byline	-0.062	-0.100	-0.130
bypass	-0.142	-0.164	-0.294
byproduct	-0.333	-0.571	-0.208
bystander	-0.040	-0.076	-0.018
byte	-0.020	-0.240	-0.186
byway	0.292	-0.222	0.000
byword	0.000	0.000	0.417
byzantine	0.092	-0.114	-0.016
cab	-0.124	-0.020	-0.158
cab driver	0.068	0.030	0.034
cabal	0.000	-0.188	0.146
caballero	0.704	0.000	0.500
cabana	0.396	-0.408	-0.186
cabaret	0.354	0.312	-0.036
cabbage	-0.204	-0.550	-0.472
cabbie	0.042	-0.166	-0.142
cabby	0.000	0.630	0.143
cabdriver	0.000	0.778	-0.148
cabernet	0.086	-0.160	-0.040
cabin	0.286	-0.416	-0.140
cabin fever	-0.400	-0.082	-0.358
cabinet	0.104	-0.388	-0.070
cabinet minister	0.310	0.120	0.616
cabinetmaker	0.667	-0.500	0.542
cabinetmaking	0.667	0.667	0.333
cabinetry	0.444	-0.857	0.222
cabinetwork	0.630	-0.556	0.533
cable	0.166	-0.510	-0.132
cabled	0.000	-0.667	0.167
cableway	0.000	0.667	0.375
caboodle	0.058	0.042	-0.350
caboose	-0.120	-0.094	-0.124
cabriolet	0.334	0.050	-0.056
cacao	0.667	-0.083	0.000
cache	0.104	-0.304	-0.222
cackle	-0.375	0.762	-0.407
cackler	-0.500	0.889	-0.593
cacophonic	-0.905	0.852	-0.370
cacophonous	-0.926	0.952	-0.381
cacophonously	-0.833	1.000	-0.292
cacophony	-0.184	0.124	-0.120
cacti	0.000	-0.778	0.095
cactus	-0.122	-0.176	-0.432
cad	-0.106	-0.188	-0.192
cadaver	-0.940	0.380	-0.480
cadaverous	-1.000	-0.333	-0.857
caddie	0.042	-0.130	-0.482
caddish	-0.741	0.583	0.067
caddy	0.160	-0.060	-0.240
cadence	-0.146	-0.054	-0.290
cadenced	0.556	0.593	0.296
cadency	0.000	0.375	0.333
cadet	0.008	-0.214	0.328
cadmium	-0.667	-0.500	0.125
cadre	0.000	0.667	0.667
caesar salad	0.166	-0.174	-0.034
caesarean	-0.333	0.583	0.042
caesarian	-0.143	0.667	0.143
cafe	0.562	-0.216	-0.284
cafeteria	0.514	-0.200	-0.236
caffeine	0.124	0.518	0.000
cage	-0.368	-0.334	-0.296
cage in	-0.068	-0.188	-0.172
cage match	-0.290	0.280	0.276
caged	-0.667	-0.667	-0.857
cagey	0.084	-0.274	0.164
caginess	-0.524	-0.500	0.000
cahoots	-0.376	0.392	-0.052
cairn	-0.480	-0.130	-0.492
cajole	-0.333	0.667	0.250
cajoler	-0.500	0.667	0.222
cake	0.620	-0.250	-0.426
cake walk	0.346	-0.358	-0.108
cakewalk	0.438	0.020	-0.106
calamari	0.042	-0.376	-0.188
calamine	0.037	-0.958	0.000
calamitous	-0.562	0.370	0.000
calamitously	-1.000	0.667	-0.833
calamity	-0.756	0.590	-0.314
calcareous	-0.020	-0.264	-0.076
calciferous	0.190	-0.667	0.111
calcification	-0.389	-0.792	0.000
calcified	-0.476	-0.857	-0.481
calcify	-0.583	-0.667	0.542
calcite	0.000	-1.000	0.000
calcium	0.200	-0.308	-0.042
calculability	0.481	0.500	0.708
calculable	0.667	-0.667	0.625
calculate	-0.020	-0.096	-0.120
calculated	0.266	-0.150	0.366
calculated risk	-0.108	0.074	-0.148
calculatedly	0.000	0.333	0.667
calculating	-0.084	-0.140	0.250
calculation	0.292	-0.094	0.212
calculative	-0.333	0.667	0.667
calculator	0.026	-0.434	0.176
calculus	-0.280	-0.280	0.124
caldron	-0.333	0.074	0.042
calendar	-0.040	-0.576	-0.054
calendar year	0.082	-0.106	0.276
calender	0.062	-0.450	-0.098
calf	0.062	-0.268	-0.328
calfskin	0.333	-0.148	0.000
caliber	-0.142	0.102	0.212
calibrate	0.104	-0.080	0.246
calibration	0.429	0.667	0.630
calibrator	0.667	0.667	0.519
calico	-0.188	-0.324	-0.018
caliper	0.000	0.000	0.250
calipers	-0.040	0.020	-0.038
calisthenics	0.124	0.326	0.090
call	0.188	0.254	0.116
call after	-0.074	0.046	-0.280
call ahead	0.234	0.064	0.218
call at	-0.062	-0.068	-0.242
call away	-0.064	-0.094	0.138
call back	0.068	-0.212	-0.470
call by	0.194	-0.146	0.000
call center	0.100	0.140	0.032
call for	-0.068	0.000	0.112
call in	0.066	-0.204	0.234
call off	-0.344	0.150	-0.258
call on	0.034	0.074	0.000
call option	-0.096	0.022	0.000
call out	-0.690	0.000	-0.218
call time	0.138	-0.046	-0.162
call up	0.166	-0.036	0.076
call upon	-0.072	0.098	-0.258
callback	0.048	0.058	-0.132
callboy	-0.333	0.630	-0.593
caller	0.292	0.230	-0.056
calligrapher	0.667	0.667	0.417
calligraphic	0.667	-0.667	0.250
calligraphically	0.667	0.125	0.481
calligraphist	0.611	0.444	0.375
calligraphy	0.240	-0.568	0.000
calling	0.292	0.180	-0.034
calling card	-0.068	0.016	0.138
callously	-0.857	-0.667	1.000
callousness	-1.000	-0.593	-0.250
callow	-0.667	-0.333	-0.667
callowness	-0.667	-0.519	-0.741
calls	0.216	-0.138	0.102
callus	-0.333	-0.500	-0.208
calm	0.750	-0.900	-0.373
calm down	0.250	-0.470	-0.392
calming	0.770	-0.882	-0.247
calmly	0.889	-1.000	0.296
calmness	0.868	-0.895	-0.199
caloric	-0.346	-0.034	-0.104
calorie	-0.334	0.080	-0.146
calorimeter	-0.188	0.120	-0.172
calve	0.000	0.630	0.000
calved	0.000	0.593	-0.333
calves	0.000	-0.444	-0.444
calzone	0.704	-0.370	0.000
cam	-0.104	-0.274	-0.290
camaraderie	0.666	0.020	0.296
camber	-0.140	-0.236	-0.122
cambodia	0.000	0.000	0.000
camcorder	0.112	-0.156	-0.092
came	0.166	0.016	-0.178
camel	0.080	-0.436	-0.372
camelback	0.167	-0.667	0.042
cameo	0.146	-0.086	0.018
camera	0.280	-0.424	-0.242
camera lens	0.194	-0.112	0.072
camera person	0.230	-0.016	0.068
cameraman	0.084	-0.096	0.084
cameras	0.250	0.000	-0.042
camerawork	0.667	0.630	0.593
camisole	-0.006	-0.500	-0.250
camouflage	-0.124	0.170	-0.100
camouflaged	-0.300	-0.156	0.124
camp	0.244	0.234	0.188
camp out	-0.138	0.018	-0.322
campaign	0.204	0.460	0.646
campaign manager	0.126	0.336	0.642
campaign trail	-0.108	0.084	0.392
campaigner	0.184	0.396	0.642
campaigning	0.062	0.326	0.482
camped out	0.032	-0.046	-0.068
camper	0.146	0.058	-0.036
campfire	0.354	0.018	-0.128
campground	0.625	-0.278	0.000
camphor	0.000	0.048	0.000
camping	0.306	0.058	-0.040
campout	0.867	1.000	0.000
campsite	0.360	-0.020	0.094
campus	0.208	-0.224	0.038
campy	0.259	0.542	-0.185
camshaft	0.000	0.667	0.000
can	0.324	-0.280	-0.092
can it	-0.200	-0.152	-0.392
can not	-0.828	-0.430	-0.300
can opener	-0.056	0.014	-0.175
can tell	-0.096	-0.276	0.034
can't help	-0.666	-0.126	-0.406
can't seem	-0.516	-0.148	-0.406
can't stand	-0.518	-0.082	-0.500
can't wait	0.000	0.178	-0.250
canal	0.346	-0.482	-0.358
canape	0.381	-0.292	0.000
canary	0.164	-0.448	-0.470
canasta	0.667	0.667	0.000
cancan	0.611	1.000	0.417
cancel	-0.572	-0.388	-0.264
cancel out	-0.624	-0.124	-0.434
cancelable	-0.333	0.000	0.167
cancelation	-0.542	-0.500	0.593
canceling	-0.542	-0.060	-0.302
cancellation	-0.552	-0.138	-0.222
cancelled	-0.667	-0.600	-0.667
cancer	-0.896	0.388	0.058
cancerous	-1.000	0.667	-0.571
candelabra	0.667	-0.714	0.222
candelabrum	0.481	-0.889	0.042
candescence	0.667	0.708	0.389
candescent	0.667	0.333	0.500
candid	0.334	-0.302	-0.084
candidacy	-0.020	0.314	0.392
candidate	0.192	-0.020	0.608
candidateship	0.667	0.667	0.519
candidly	0.625	0.333	0.500
candidness	0.667	0.125	0.292
candied	0.426	-0.340	-0.280
candle	0.204	-0.558	-0.312
candleholder	0.133	-0.500	-0.333
candlelight	0.578	-0.412	-0.166
candlelit	0.667	-0.667	-0.222
candlepower	0.458	-0.667	0.815
candles	0.230	-0.588	-0.464
candlestick	-0.104	0.062	0.068
candlewick	0.333	0.000	-0.042
candlewood	0.208	-1.000	-0.074
candor	0.480	-0.222	0.214
candy	0.860	-0.150	-0.232
candy bar	0.290	-0.166	0.038
candy cane	0.600	-0.174	-0.138
candy canes	0.400	-0.268	0.000
candy corn	0.206	-0.254	0.066
candy crush	0.266	0.044	0.000
candy shop	0.500	0.000	0.130
candy store	0.468	-0.028	-0.086
cane	-0.082	-0.404	-0.204
canine	0.146	0.138	-0.150
canister	0.106	-0.458	-0.194
canker	-0.476	-0.062	-0.146
cankerous	-1.000	-0.095	-0.417
cannabis	-0.458	0.000	0.128
canned	-0.204	-0.286	-0.404
cannelloni	0.667	-0.593	0.000
canner	0.000	0.556	0.333
cannery	0.000	0.667	0.095
cannibal	-0.756	0.648	-0.040
cannibalism	-0.812	0.780	0.166
cannibalistic	-1.000	0.778	0.481
cannibalistically	-1.000	0.944	0.333
cannibalization	-0.667	0.667	0.542
cannibalize	-0.857	0.667	0.667
cannily	0.667	0.593	0.667
canniness	0.667	-0.389	0.792
canning	-0.020	-0.216	-0.482
cannon	0.058	0.352	0.592
cannonball	-0.312	0.680	0.518
cannot	-0.466	-0.262	-0.276
canny	0.667	0.667	0.593
canoe	0.084	-0.400	-0.164
canoeist	0.667	0.667	0.519
canola	0.000	-0.714	0.000
canon	-0.230	0.038	0.082
canonic	0.778	-0.667	0.429
canonical	0.084	-0.180	0.240
canonically	0.296	0.000	0.333
canonist	0.000	-0.667	0.792
canonistic	0.000	-0.815	0.571
canonization	0.963	-0.630	0.667
canonize	0.667	-0.476	0.741
canons	-0.230	0.176	0.186
canoodle	0.667	0.667	-0.375
canopy	0.230	-0.472	-0.204
cans	0.000	0.000	0.000
cant	-0.524	0.042	-0.556
cantaloupe	0.184	-0.576	-0.448
cantankerous	-0.833	0.667	0.667
cantankerously	-0.833	0.667	-0.417
cantankerousness	-0.889	0.667	-0.208
cantbreathe	-0.432	0.334	-0.250
canteen	0.376	0.200	0.028
canter	0.296	0.667	0.370
canterbury	0.164	-0.124	0.020
canthandleit	-0.292	0.226	-0.292
cantilever	-0.286	0.236	-0.158
cantina	0.292	0.224	-0.240
canto	0.552	-0.078	0.108
canton	0.084	-0.056	0.072
cantonese	0.000	0.000	0.000
cantor	0.000	0.542	0.500
cantstandit	-0.164	0.092	-0.314
cantwin	-0.480	0.018	-0.404
canvas	0.438	-0.820	-0.272
canvass	0.350	-0.288	-0.206
canyon	-0.064	0.462	0.268
cap	0.224	-0.520	-0.250
cap off	-0.286	-0.358	-0.134
capabilities	0.741	0.000	0.952
capability	0.666	0.142	0.460
capable	0.530	0.174	0.094
capable of	0.266	-0.032	0.178
capableness	0.905	-0.286	0.875
capably	0.733	0.667	0.815
capacious	0.704	-0.583	0.370
capaciously	0.704	-0.481	0.333
capaciousness	0.667	-0.722	0.407
capacitate	0.556	0.667	0.630
capacitor	0.000	0.000	0.111
capacity	0.438	-0.178	0.612
cape	0.062	-0.530	-0.286
cape cod	0.034	-0.182	-0.032
caper	0.020	-0.260	-0.348
capful	0.000	-0.095	0.000
capillary	-0.062	-0.270	-0.210
capital	0.040	0.000	0.596
capital city	0.276	-0.172	0.000
capital gain	0.250	-0.098	0.312
capital gains	0.380	0.270	0.766
capital punishment	-0.444	0.404	0.282
capitalism	-0.104	0.372	0.696
capitalist	-0.296	0.154	0.642
capitalistic	0.074	0.048	0.952
capitalistically	0.667	0.667	0.708
capitalization	0.630	-0.583	0.619
capitalize	0.542	0.202	0.793
capitalize on	0.452	0.124	0.482
capitally	0.667	-0.556	0.542
capitals	0.510	0.000	0.310
capitation	-0.042	0.058	0.178
capitol	0.070	-0.250	0.410
capitol building	0.106	0.124	0.344
capitol hill	-0.096	0.082	0.388
capitulary	0.000	-0.667	0.111
capitulate	-0.667	-0.370	-0.833
capitulation	-0.250	0.092	0.230
capitulator	-0.611	-0.083	-0.778
capitulatory	-0.619	0.667	-0.815
caplet	0.000	0.000	0.000
capped	0.000	-0.630	0.083
capped off	-0.250	0.020	-0.428
capping	0.083	0.667	0.542
cappuccino	0.584	-0.442	-0.232
caprice	-0.334	0.280	-0.140
capricious	-0.558	0.300	0.000
capriciously	-0.417	0.667	-0.259
capriciousness	-0.667	0.667	-0.444
capricorn	0.000	0.000	0.500
caps	0.020	-0.558	-0.264
caps lock	-0.250	0.098	0.186
capsize	-0.667	0.958	-0.625
capslock	-0.340	-0.212	-0.204
capstone	0.704	0.048	0.815
capsular	0.000	-0.583	0.000
capsulate	0.000	0.583	0.476
capsulated	0.000	-0.583	-0.417
capsulation	0.000	-0.667	-0.444
capsule	0.166	-0.420	0.140
captain	0.104	0.306	0.961
captainship	0.810	0.667	1.000
caption	0.628	-0.416	-0.242
captivate	0.396	0.208	0.446
captivating	0.790	0.188	0.632
captivation	0.815	0.704	0.417
captivator	0.944	0.667	0.852
captive	-0.530	0.116	-0.178
captivity	-0.550	-0.014	-0.226
captor	-0.306	0.250	0.224
capture	-0.286	0.300	0.074
captured	0.000	0.625	-0.667
capturer	-0.333	1.000	0.926
caput	0.000	0.000	0.111
car	0.552	0.080	0.000
car accident	-1.000	0.880	-0.448
car alarm	-0.142	0.388	-0.036
car battery	-0.066	0.116	0.034
car chase	-0.162	0.362	0.134
car company	0.226	-0.046	0.192
car crash	-0.554	0.406	-0.034
car dealership	0.100	0.062	0.068
car door	-0.100	-0.222	0.096
car insurance	0.242	-0.032	0.068
car keys	-0.066	-0.034	-0.100
car park	0.068	-0.328	-0.032
car parts	-0.162	-0.214	0.034
car rental	-0.218	-0.088	-0.064
car seat	-0.032	-0.232	0.034
car traffic	-0.266	0.000	-0.214
car wash	0.234	-0.200	0.138
car window	0.108	-0.190	-0.100
carafe	0.000	-0.500	0.000
caramel	0.802	-0.274	-0.200
caramel apple	0.448	-0.154	0.344
caramelize	0.667	0.625	0.125
carat	0.646	0.208	0.352
caravan	0.270	0.118	-0.090
caraway	0.000	-0.630	0.000
carb	0.000	0.000	0.000
carbide	0.000	0.000	0.556
carbine	0.000	0.625	0.708
carbohydrate	0.000	0.000	0.000
carbolic	-0.667	0.000	0.037
carbon	0.208	-0.280	-0.300
carbon capture	-0.034	-0.120	0.334
carbon copy	-0.032	-0.266	0.036
carbon dioxide	-0.276	-0.046	-0.468
carbon emissions	-0.612	0.196	0.200
carbon fiber	-0.142	-0.044	0.200
carbon footprint	-0.032	-0.054	0.242
carbon monoxide	-0.500	-0.048	-0.162
carbon neutral	0.072	-0.096	0.134
carbon tax	-0.142	-0.216	-0.036
carbonate	0.000	-0.500	0.286
carbonation	0.381	0.593	0.000
carbonator	0.111	0.667	0.148
carbonic	0.000	0.000	0.000
carbonization	-0.583	0.611	0.125
carbonize	-0.333	0.571	0.407
carbonless	0.000	-0.667	0.000
carbs	0.000	0.000	-0.167
carbuncle	-0.667	-0.667	-0.444
carbuncular	-0.889	-0.500	-0.333
carburetor	-0.062	0.224	0.110
carcass	-0.770	0.058	-0.382
carcinogen	-1.000	0.704	-0.056
carcinogenesis	-0.708	0.375	-0.190
carcinogenic	-1.000	0.000	-0.167
carcinogenicity	-0.762	0.000	0.292
carcinoid	-0.944	0.000	-0.375
carcinoma	-0.694	0.384	-0.120
card	0.062	-0.462	-0.128
card game	0.420	-0.102	0.072
cardamom	0.667	-0.333	0.000
cardboard	0.000	-0.654	-0.382
cardboard box	0.066	-0.162	-0.148
cardholder	0.056	0.000	0.286
cardiac	-0.312	0.530	0.230
cardiac arrest	-0.758	0.412	-0.072
cardigan	0.198	-0.352	-0.472
cardinal	0.166	-0.284	0.424
cardinality	0.000	-0.583	0.333
cardinally	0.000	0.000	0.417
cardinalship	0.917	-0.833	0.667
cardio	0.072	0.238	0.130
cardiogenic	-0.593	0.667	0.222
cardiogram	0.048	0.667	0.000
cardiograph	0.667	0.042	0.267
cardiologist	-0.084	0.260	0.628
cardiology	-0.594	0.090	0.210
cardiomyopathy	-0.646	0.290	0.074
cardiopulmonary	0.000	0.625	0.417
cardiovascular	0.125	0.542	0.148
cards	0.136	-0.366	-0.360
cardstock	0.000	-0.667	0.000
care	0.458	-0.260	0.000
care about	0.434	-0.082	0.116
care for	0.414	-0.470	-0.242
care home	0.130	-0.216	-0.096
care package	0.534	-0.254	0.064
care to	0.428	-0.152	-0.036
care worker	0.234	0.072	0.178
career	0.480	0.424	0.212
careerism	-0.381	0.667	0.778
careerist	-0.417	0.667	0.667
carefree	0.510	-0.560	0.000
careful	0.250	0.076	0.060
carefully	0.396	-0.340	0.088
carefulness	0.667	-0.750	0.083
caregiver	0.667	0.619	-0.519
caregiving	0.667	-0.370	-0.375
careless	-0.490	-0.138	-0.750
carelessly	-0.667	0.542	-0.375
carelessness	-0.510	-0.036	-0.340
caress	0.666	-0.164	0.018
caresser	0.667	0.667	-0.333
caret	0.312	-0.196	0.054
caretaker	0.428	0.062	0.518
caretaking	0.714	0.625	-0.704
cargo	-0.184	-0.112	-0.090
cargo pants	-0.242	-0.132	0.038
cargo ship	-0.178	0.204	0.134
caribou	0.124	-0.096	-0.316
caricature	0.208	-0.254	-0.234
caricaturist	0.000	0.625	0.481
caries	-0.770	0.138	-0.434
caring	0.270	-0.062	0.000
carjack	-0.124	0.364	-0.122
carjacker	-1.000	0.952	0.963
carload	0.167	0.667	0.000
carmaker	0.083	0.556	0.708
carnage	-0.188	0.200	0.116
carnal	-0.166	0.358	-0.158
carnality	-0.190	0.667	0.143
carnally	-0.542	0.667	0.250
carnation	0.306	-0.286	-0.138
carnival	0.854	0.776	0.110
carnivore	0.042	0.667	0.667
carnivorous	-0.552	0.226	0.302
carnivorously	-0.556	0.810	0.708
carnivorousness	-0.476	0.056	0.815
carol	0.346	-0.176	-0.128
caroler	1.000	0.667	0.000
carols	0.694	-0.160	-0.018
carotene	0.375	-1.000	0.037
carotid	0.000	0.000	0.000
carousal	0.467	0.944	0.333
carouse	-0.333	1.000	-0.222
carousel	0.408	0.000	-0.176
carouser	-0.500	1.000	0.583
carp	0.062	-0.352	-0.250
carpal	-0.102	-0.346	-0.160
carpal tunnel	-0.206	-0.032	0.062
carpark	-0.190	-0.667	0.000
carpe diem	-0.072	0.466	0.072
carpel	0.000	0.000	0.000
carpenter	0.042	0.100	0.038
carpentry	0.122	-0.082	0.036
carpet	0.040	-0.660	-0.322
carpetbag	-0.333	-0.571	-0.267
carpetbagger	-0.667	0.667	0.542
carpetbaggery	-0.733	0.667	0.556
carpeting	0.084	-0.376	-0.112
carpool	0.250	0.018	0.000
carport	0.000	-0.444	0.000
carriage	0.300	0.076	-0.018
carriageway	0.000	-0.667	0.000
carried	-0.020	-0.236	0.068
carried away	-0.314	0.124	-0.068
carrier	0.066	0.176	0.276
carrier pigeon	0.266	0.044	0.130
carries	0.000	0.583	0.583
carrot	0.000	-0.530	-0.442
carrot cake	0.484	-0.116	-0.296
carrousel	0.667	0.714	-0.500
carry	0.270	-0.240	0.000
carry around	-0.038	0.082	-0.038
carry on	0.484	0.096	0.138
carry out	-0.194	-0.016	-0.222
carry over	0.214	-0.068	-0.100
carry with	0.032	-0.066	0.310
carryall	0.667	0.095	0.083
carrying	0.312	0.114	-0.114
carrying out	-0.242	-0.124	0.068
carryover	0.000	-0.667	0.148
carsick	-0.552	0.148	-0.490
carsickness	-0.750	0.704	-0.833
cart	0.040	-0.312	-0.224
carte	0.184	-0.360	-0.452
carte blanche	0.214	-0.030	-0.214
cartel	-0.124	-0.212	0.204
carter	-0.376	-0.040	-0.138
cartesian	0.000	-0.037	0.407
cartful	0.000	0.250	0.048
carthorse	0.000	0.667	-0.083
cartilage	-0.124	-0.260	-0.186
cartload	0.000	0.000	0.000
cartographer	0.583	0.000	0.630
cartographic	-0.020	-0.304	-0.152
cartographical	0.000	-0.571	0.500
cartographically	0.000	-0.667	0.000
cartography	0.040	-0.400	0.158
carton	-0.428	-0.628	-0.518
cartoon	0.734	-0.058	-0.226
cartoon character	0.138	0.076	0.062
cartoonist	0.593	0.625	0.417
cartouche	-0.146	-0.084	-0.100
cartridge	-0.084	0.000	-0.186
cartwheel	0.667	0.875	0.000
cartwright	0.000	0.000	0.000
carve	-0.062	-0.114	0.196
carve out	0.068	0.106	-0.206
carved	0.417	-0.333	0.481
carver	-0.164	0.000	0.000
carving	0.082	-0.112	-0.264
carwash	0.333	0.667	0.000
casa	0.000	-0.833	0.000
cascade	0.470	0.018	-0.210
case	-0.146	-0.450	-0.118
case closed	-0.166	-0.338	-0.392
case law	-0.462	-0.086	0.500
case of	-0.134	-0.264	-0.108
case study	0.000	0.152	0.148
casebook	0.000	-0.667	0.278
cased	0.000	-0.042	-0.500
casein	-0.060	-0.128	-0.170
caseload	-0.095	0.667	0.583
casement	0.000	-0.625	0.000
casework	0.074	0.667	0.407
caseworker	0.296	0.667	0.542
cash	0.734	0.104	0.428
cash back	0.388	-0.030	0.206
cash cow	0.068	-0.208	0.214
cash flow	0.156	0.166	0.166
cash in	0.334	0.000	0.130
cash money	0.322	0.072	0.500
cash out	-0.214	-0.126	-0.034
cash register	0.130	-0.066	0.344
cashable	0.667	0.000	0.407
cashback	0.704	0.083	0.619
cashbook	0.000	-0.667	0.095
cashbox	0.238	0.000	0.125
cashew	0.542	0.000	0.000
cashier	0.230	-0.174	-0.032
cashmere	0.306	-0.096	-0.122
casing	-0.084	-0.346	-0.344
casino	0.084	0.368	0.136
cask	-0.020	-0.204	-0.112
casket	-0.750	-0.020	-0.308
casserole	0.140	-0.280	-0.344
cassette	-0.003	-0.332	-0.290
cassette tape	-0.104	-0.118	-0.162
cassock	0.190	-0.250	0.074
cast	0.116	0.240	0.034
cast away	-0.820	0.360	-0.036
cast iron	0.214	-0.130	0.034
cast off	-0.600	-0.016	-0.366
cast on	-0.166	0.190	0.032
cast out	-0.580	0.014	-0.580
castanet	0.476	0.667	0.000
castaway	-0.584	0.292	-0.156
caste	0.020	-0.334	-0.252
caste system	-0.380	0.148	0.000
casteless	0.238	-0.667	-0.250
caster	0.208	0.340	0.294
castigate	-0.667	0.905	0.905
castigation	-1.000	0.667	0.593
castle	0.360	-0.208	0.436
castled	0.571	-0.593	0.963
castoff	-0.667	-0.619	-0.619
castor	0.166	-0.326	-0.264
castor oil	-0.162	0.000	-0.096
castrate	-0.646	-0.030	0.038
castration	-0.604	0.470	-0.238
castrator	-0.958	0.708	0.963
casual	0.286	-0.552	-0.230
casually	0.316	-0.420	-0.334
casualness	0.000	-0.833	-0.278
casualties	-0.708	0.625	-0.458
casualty	-0.530	-0.452	-0.736
cat	0.334	-0.480	-0.260
cat food	0.250	-0.354	-0.072
cat litter	-0.296	-0.160	-0.234
catabolic	-0.333	0.667	0.037
catabolism	-0.470	0.146	0.210
cataclysm	-1.000	1.000	0.625
cataclysmal	-1.000	0.952	0.889
cataclysmic	-1.000	1.000	0.714
cataclysmically	-1.000	1.000	0.944
catacomb	-0.714	-0.963	-0.222
catalog	0.122	-0.558	0.146
cataloger	0.333	-0.667	0.333
catalogue	0.294	-0.346	0.133
cataloguer	0.000	0.667	-0.292
catalyses	0.667	0.667	0.857
catalysis	-0.230	0.118	0.062
catalyst	0.208	0.018	0.170
catalytic	0.124	0.038	0.126
catalytic converter	-0.066	-0.024	0.214
catalytically	0.667	0.722	0.542
catalyze	0.667	0.875	0.667
catamaran	0.142	0.132	0.052
catapult	-0.040	0.660	0.298
cataract	-0.188	0.090	0.098
catastrophe	-0.708	0.904	0.340
catastrophic	-0.858	0.868	0.196
catastrophically	-1.000	0.762	-0.741
catastrophist	-0.667	0.667	0.074
catatonia	-0.905	-1.000	-0.917
catatonic	-0.490	0.000	0.018
catcall	-0.667	0.667	-0.593
catch	0.062	-0.126	0.104
catch fire	-0.258	0.450	-0.242
catch it	0.000	0.048	-0.036
catch on	0.234	0.074	-0.072
catch phrase	0.072	0.132	0.162
catch up	0.194	0.102	0.074
catchable	0.333	0.444	-0.238
catchall	0.000	0.074	0.208
catcher	0.306	-0.174	0.080
catchiness	0.667	0.667	0.167
catching	-0.020	0.576	0.288
catchphrase	0.396	-0.154	-0.134
catchword	0.000	0.074	0.250
catchy	0.354	-0.118	-0.076
catechism	0.312	-0.528	0.226
categorical	0.230	-0.116	0.520
categorically	0.000	0.000	0.667
categories	0.167	-0.750	0.519
categorist	0.000	0.667	0.583
categorization	0.667	0.630	0.542
categorize	0.000	0.593	0.583
category	0.142	-0.472	0.042
cater	0.604	0.000	0.018
cater to	0.128	-0.278	-0.186
caterer	0.100	0.114	0.288
caterpillar	-0.078	-0.428	-0.340
cates	-0.260	-0.212	-0.186
catfight	-0.667	1.000	-0.519
catfish	-0.084	-0.326	-0.408
catharsis	0.667	0.667	-0.476
cathartic	-0.100	0.020	0.208
cathartically	0.905	0.500	0.292
cathedral	0.196	-0.340	0.286
catheter	-0.328	-0.018	-0.254
catheterization	-0.667	-0.625	-0.296
catheterize	-0.476	0.667	0.037
cathode	0.000	0.000	0.042
catholic church	0.642	-0.016	0.312
catholic school	0.066	-0.134	0.296
catholicism	0.667	-0.593	0.333
catholicize	-0.095	0.481	0.500
cathouse	-0.346	-0.250	-0.274
catlike	0.042	0.667	0.619
catnap	0.333	-0.905	-0.292
catnip	-0.122	-0.238	-0.408
catsup	0.000	0.000	0.000
cattail	0.000	-0.778	-0.208
cattiness	-0.667	0.667	0.407
